Vers 3.43 Data Simulation														
Conc1	1.61E-07	4.82E-07	1.44E-06	4.33E-06	1.30E-05									
Start1	0	0	0	0	0									
Stop1	1049.8	1049.8	1049.8	1049.8	1049.8									
Time1	Data1	Sim1	Time2	Data2	Sim2	Time3	Data3	Sim3	Time4	Data4	Sim4	Time5	Data5	Sim5
0	-0.00523876		0	-0.01447084		0	-0.02391953		0	-0.05410033		0	-0.25816769	
0.2	0.00010622		0.2	-0.00221921		0.2	-0.00160985		0.2	-0.00273754		0.2	-0.03165487	
0.4	0.00052518		0.4	-0.00181406		0.4	0.00080277		0.4	0.00309617		0.4	-0.01035426	
0.6	0.00115672		0.6	-0.00174292		0.6	0.00313528		0.6	0.00944808		0.6	0.01240904	
0.8	0.00173447		0.8	-0.00144759		0.8	0.00529294		0.8	0.0158136		0.8	0.03553744	
1	0.00202464		1	-0.00106479		1	0.00762651		1	0.02204916		1	0.0586875	
1.2	0.00249545		1.2	-0.00103245		1.2	0.00965221		1.2	0.02831248		1.2	0.08078126	
1.4	0.00287243		1.4	-0.00066692		1.4	0.01125489		1.4	0.03364302		1.4	0.10132206	
1.6	0.0030015		1.6	-0.00005347		1.6	0.01293003		1.6	0.03859133		1.6	0.11920675	
1.8	0.00342161		1.8	0.00058348		1.8	0.0140061		1.8	0.04266682		1.8	0.13347605	
2	0.00363032		2	0.00121699		2	0.01527004		2	0.04594817		2	0.14422637	
2.2	0.00392927		2.2	0.00140862		2.2	0.0155538		2.2	0.04806953		2.2	0.15026508	
2.4	0.00363564		2.4	0.00189083		2.4	0.01594938		2.4	0.04833452		2.4	0.15078007	
2.6	0.00332788		2.6	0.00233852		2.6	0.01662035		2.6	0.04871021		2.6	0.15173784	
2.8	0.00344583		2.8	0.00256198		2.8	0.01668678		2.8	0.04914856		2.8	0.15303883	
3	0.00310302		3	0.00215124		3	0.01688384		3	0.04981207		3	0.15452635	
3.2	0.00254034		3.2	0.00195403		3.2	0.01688523		3.2	0.05049885		3.2	0.1564348	
3.4	0.00232016		3.4	0.00248363		3.4	0.01752531		3.4	0.05143284		3.4	0.15772929	
3.6	0.00207619		3.6	0.00244051		3.6	0.01822662		3.6	0.05214278		3.6	0.15952783	
3.8	0.00156824		3.8	0.00271184		3.8	0.01928767		3.8	0.05284535		3.8	0.16113944	
4	0.00127176		4	0.00298041		4	0.01926477		4	0.05341964		4	0.1626255	
4.2	0.00115316		4.2	0.00306186		4.2	0.01977734		4.2	0.05363128		4.2	0.16430662	
4.4	0.00079552		4.4	0.00325616		4.4	0.01990497		4.4	0.05391657		4.4	0.16546948	
4.6	0.00095497		4.6	0.00298002		4.6	0.02035276		4.6	0.05425654		4.6	0.16732181	
4.8	0.0011691		4.8	0.00320626		4.8	0.02026944		4.8	0.05417467		4.8	0.16860582	
5	0.00124882		5	0.00362394		5	0.02081466		5	0.05432175		5	0.17031186	
5.2	0.00141866		5.2	0.00396862		5.2	0.02053812		5.2	0.05449561		5.2	0.1714958	
5.4	0.00170659		5.4	0.0046548		5.4	0.02024785		5.4	0.05418078		5.4	0.17250765	
5.6	0.0018932		5.6	0.00499831		5.6	0.02038783		5.6	0.05457283		5.6	0.17331577	
5.8	0.00245788		5.8	0.00523006		5.8	0.02088633		5.8	0.05476808		5.8	0.17392751	
6	0.00254343		6	0.00540013		6	0.02136148		6	0.05495995		6	0.17568183	
6.2	0.00285504		6.2	0.00511222		6.2	0.02149978		6.2	0.05504499		6.2	0.17676821	
6.4	0.00312318		6.4	0.00545238		6.4	0.02190859		6.4	0.05489353		6.4	0.17743986	
6.6	0.0036244		6.6	0.00525561		6.6	0.02197837		6.6	0.05526566		6.6	0.1779541	
6.8	0.00427791		6.8	0.00519933		6.8	0.0214726		6.8	0.05533963		6.8	0.17836999	
7	0.00455766		7	0.00486348		7	0.0217239		7	0.0559295		7	0.17891815	
7.2	0.00446737		7.2	0.00524509		7.2	0.0220348		7.2	0.0560998		7.2	0.17938028	
7.4	0.00468522		7.4	0.00549662		7.4	0.02239379		7.4	0.05621696		7.4	0.17999002	
7.6	0.00426751		7.6	0.00533628		7.6	0.02234743		7.6	0.05640836		7.6	0.18063984	
7.8	0.00376438		7.8	0.00561324		7.8	0.0223156		7.8	0.05652683		7.8	0.1811897	
8	0.00382671		8	0.00606194		8	0.02195527		8	0.05685306		8	0.18198702	
8.2	0.00386316		8.2	0.0063563		8.2	0.02223903		8.2	0.05691761		8.2	0.18284699	
8.4	0.00379895		8.4	0.00625959		8.4	0.02225399		8.4	0.05724915		8.4	0.1833375	
8.6	0.00381772		8.6	0.00615436		8.6	0.02270183		8.6	0.05753285		8.6	0.18404994	
8.8	0.00436089		8.8	0.00666303		8.8	0.0226509		8.8	0.05811077		8.8	0.18437278	
9	0.00473128		9	0.00694426		9	0.02283756		9	0.05868903		9	0.18476715	
9.2	0.00514016		9.2	0.00692125		9.2	0.02243003		9.2	0.0586424		9.2	0.18506822	
9.4	0.0054166		9.4	0.0063501		9.4	0.02258647		9.4	0.05888588		9.4	0.18531421	
9.6	0.00532389		9.6	0.00590278		9.6	0.02332935		9.6	0.05917184		9.6	0.186078	
9.8	0.00513384		9.8	0.00545005		9.8	0.02353653		9.8	0.05901385		9.8	0.18616383	
10	0.0051316		10	0.00552032		10	0.02302007		10	0.05913128		10	0.18687288	
10.2	0.00533728		10.2	0.00552409		10.2	0.02293538		10.2	0.05928411		10.2	0.18669191	
10.4	0.00517335		10.4	0.00538376		10.4	0.02284935		10.4	0.05970938		10.4	0.1867873	
10.6	0.00539615		10.6	0.00517169		10.6	0.02275999		10.6	0.05991562		10.6	0.18690195	
10.8	0.00588262		10.8	0.00516459		10.8	0.02272736		10.8	0.05971828		10.8	0.18721889	
11	0.00601883		11	0.00492087		11	0.02269856		11	0.06002399		11	0.18802841	
11.2	0.00583348		11.2	0.00510501		11.2	0.02267971		11.2	0.05974744		11.2	0.18842364	
11.4	0.00604313		11.4	0.00508593		11.4	0.02243704		11.4	0.05945888		11.4	0.18885697	
11.6	0.00522286		11.6	0.00535625		11.6	0.02252778		11.6	0.05978613		11.6	0.18926479	
11.8	0.00518663		11.8	0.00546061		11.8	0.02261496		11.8	0.05989675		11.8	0.19045558	
12	0.00571067		12	0.00585801		12	0.02267957		12	0.05996963		12	0.19148085	
12.2	0.0052877		12.2	0.00581475		12.2	0.02312276		12.2	0.05989673		12.2	0.19217882	
12.4	0.00480555		12.4	0.00531323		12.4	0.0230479		12.4	0.06022104		12.4	0.19272507	
12.6	0.00444143		12.6	0.00568219		12.6	0.02362965		12.6	0.06046494		12.6	0.19322612	
12.8	0.005281		12.8	0.00560182		12.8	0.02421345		12.8	0.06088497		12.8	0.19334736	
13	0.00525556		13	0.00532557		13	0.0243349		13	0.06066331		13	0.19330492	
13.2	0.00507665		13.2	0.00505208		13.2	0.02453045		13.2	0.06008972		13.2	0.19346459	
13.4	0.00499483		13.4	0.00467274		13.4	0.02489645		13.4	0.05975204		13.4	0.19365428	
13.6	0.00478312		13.6	0.00464103		13.6	0.02465182		13.6	0.059248		13.6	0.19400046	
13.8	0.00452487		13.8	0.00444802		13.8	0.023969		13.8	0.05894218		13.8	0.19353134	
14	0.00460537		14	0.00485427		14	0.02373727		14	0.05907196		14	0.19348139	
14.2	0.00459184		14.2	0.00481038		14.2	0.02356209		14.2	0.05896948		14.2	0.19331251	
14.4	0.00452042		14.4	0.0042335		14.4	0.02358832		14.4	0.0588921		14.4	0.19349663	
14.6	0.00518399		14.6	0.00427931		14.6	0.02306491		14.6	0.05857145		14.6	0.19340048	
14.8	0.00550514		14.8	0.0045221		14.8	0.02326734		14.8	0.05839204		14.8	0.19368809	
15	0.0059183		15	0.00460525		15	0.023128		15	0.05864318		15	0.19419379	
15.2	0.00622045		15.2	0.00544866		15.2	0.02289505		15.2	0.05875648		15.2	0.1939534	
15.4	0.00661229		15.4	0.00594532		15.4	0.02297188		15.4	0.05906332		15.4	0.19440897	
15.6	0.00664158		15.6	0.006118		15.6	0.02360578		15.6	0.05944225		15.6	0.19542632	
15.8	0.00709385		15.8	0.0063556		15.8	0.02389817		15.8	0.05950394		15.8	0.19609978	
16	0.00750805		16	0.00636859		16	0.02391289		16	0.06006655		16	0.19659224	
16.2	0.00669994		16.2	0.00665165		16.2	0.02440297		16.2	0.06076293		16.2	0.19690215	
16.4	0.0063999		16.4	0.00667771		16.4	0.02459195		16.4	0.06117872		16.4	0.19736324	
16.6	0.00621244		16.6	0.00703904		16.6	0.02508839		16.6	0.0613003		16.6	0.19763173	
16.8	0.00605329		16.8	0.00694313		16.8	0.02526202		16.8	0.06165011		16.8	0.19757081	
17	0.00556019		17	0.00709247		17	0.02516608		17	0.0614882		17	0.19817329	
17.2	0.00536507		17.2	0.00710454		17.2	0.02487005		17.2	0.06146125		17.2	0.19865205	
17.4	0.0056261		17.4	0.0072865		17.4	0.02427792		17.4	0.06130084		17.4	0.1991062	
17.6	0.00574133		17.6	0.0071654		17.6	0.02432251		17.6	0.06162304		17.6	0.19959094	
17.8	0.00579167		17.8	0.00691353		17.8	0.02453069		17.8	0.06199609		17.8	0.19969745	
18	0.00608081		18	0.0068517		18	0.02461288		18	0.06205714		18	0.20018006	
18.2	0.00650978		18.2	0.00697463		18.2	0.02471644		18.2	0.06216249		18.2	0.20080755	
18.4	0.00675693		18.4	0.00642929		18.4	0.02529514		18.4	0.0621606		18.4	0.20104077	
18.6	0.0069965		18.6	0.00608456		18.6	0.02509849		18.6	0.06213425		18.6	0.20069867	
18.8	0.00772446		18.8	0.00605381		18.8	0.02521067		18.8	0.06245243		18.8	0.20081945	
19	0.00799207		19	0.00589056		19	0.02547383		19	0.06269402		19	0.20085395	
19.2	0.00838401		19.2	0.00648572		19.2	0.02576317		19.2	0.06284118		19.2	0.20078999	
19.4	0.00853061		19.4	0.00588613		19.4	0.02647884		19.4	0.06218437		19.4	0.20106859	
19.6	0.00865116		19.6	0.00553313		19.6	0.02680497		19.6	0.06199336		19.6	0.20146431	
19.8	0.00872678		19.8	0.00557462		19.8	0.0268894		19.8	0.0618319		19.8	0.20123328	
20	0.00863035		20	0.00535228		20	0.02695567		20	0.0620622		20	0.20129495	
20.2	0.00812588		20.2	0.00581345		20.2	0.02696194		20.2	0.06201176		20.2	0.20129816	
20.4	0.00796865		20.4	0.00583644		20.4	0.02708546		20.4	0.06141203		20.4	0.20120377	
20.6	0.00731278		20.6	0.00614057		20.6	0.02714089		20.6	0.06080168		20.6	0.20108563	
20.8	0.006889		20.8	0.00620903		20.8	0.02704109		20.8	0.06101455		20.8	0.20085843	
21	0.00688377		21	0.00621192		21	0.02672828		21	0.06084897		21	0.20140602	
21.2	0.00709621		21.2	0.00661331		21.2	0.0265104		21.2	0.06121481		21.2	0.20123384	
21.4	0.00713542		21.4	0.00696447		21.4	0.02578755		21.4	0.06107463		21.4	0.2014081	
21.6	0.0072028		21.6	0.0071088		21.6	0.02586604		21.6	0.06117977		21.6	0.20209515	
21.8	0.00714961		21.8	0.00712147		21.8	0.02569402		21.8	0.06100856		21.8	0.20273151	
22	0.00743399		22	0.00764662		22	0.02544588		22	0.06119029		22	0.20355317	
22.2	0.00718468		22.2	0.00809107		22.2	0.02518419		22.2	0.06161953		22.2	0.20371136	
22.4	0.00730037		22.4	0.00794016		22.4	0.02490886		22.4	0.06177474		22.4	0.20383666	
22.6	0.00736105		22.6	0.0085226		22.6	0.0240887		22.6	0.06240759		22.6	0.20378913	
22.8	0.00775016		22.8	0.00881739		22.8	0.02437379		22.8	0.06292225		22.8	0.20411681	
23	0.00788497		23	0.00936032		23	0.02499088		23	0.0626839		23	0.20395695	
23.2	0.00804052		23.2	0.00963426		23.2	0.02531356		23.2	0.06238142		23.2	0.20450219	
23.4	0.00782005		23.4	0.00928792		23.4	0.02577265		23.4	0.062277		23.4	0.20466611	
23.6	0.00788157		23.6	0.00970116		23.6	0.02604173		23.6	0.0625646		23.6	0.20474097	
23.8	0.00787268		23.8	0.00979306		23.8	0.02629941		23.8	0.06269963		23.8	0.20474306	
24	0.0079543		24	0.00958995		24	0.02688658		24	0.06304546		24	0.20468688	
24.2	0.00829732		24.2	0.0100897		24.2	0.02665417		24.2	0.06304114		24.2	0.2049312	
24.4	0.00833253		24.4	0.009494		24.4	0.02681604		24.4	0.06279926		24.4	0.20509378	
24.6	0.00831736		24.6	0.00930307		24.6	0.02695817		24.6	0.06298154		24.6	0.20522781	
24.8	0.00840293		24.8	0.00854372		24.8	0.02698866		24.8	0.0628517		24.8	0.2054826	
25	0.00871104		25	0.00845153		25	0.02709235		25	0.06270004		25	0.20598057	
25.2	0.0090882		25.2	0.0085865		25.2	0.02696671		25.2	0.06283573		25.2	0.20619326	
25.4	0.00882263		25.4	0.00824147		25.4	0.0262944		25.4	0.06252275		25.4	0.2066393	
25.6	0.00898114		25.6	0.00777742		25.6	0.02641906		25.6	0.06213303		25.6	0.20738412	
25.8	0.00920483		25.8	0.0070675		25.8	0.02655108		25.8	0.06223693		25.8	0.20754858	
26	0.00911717		26	0.0074648		26	0.02610258		26	0.06233939		26	0.20814468	
26.2	0.00869247		26.2	0.00705694		26.2	0.02560978		26.2	0.06252917		26.2	0.20821995	
26.4	0.00909806		26.4	0.00707856		26.4	0.02520271		26.4	0.06264557		26.4	0.20817428	
26.6	0.00907019		26.6	0.00691326		26.6	0.02538217		26.6	0.06296182		26.6	0.20782167	
26.8	0.00894875		26.8	0.00624364		26.8	0.02596972		26.8	0.06237278		26.8	0.20794731	
27	0.0091356		27	0.0067536		27	0.02616503		27	0.06218514		27	0.2077434	
27.2	0.00862313		27.2	0.00651551		27.2	0.02681661		27.2	0.06213111		27.2	0.20794553	
27.4	0.00874038		27.4	0.00649867		27.4	0.02732125		27.4	0.06239787		27.4	0.20773748	
27.6	0.0084349		27.6	0.00693185		27.6	0.02730793		27.6	0.06245247		27.6	0.20735531	
27.8	0.00859082		27.8	0.00671716		27.8	0.0271614		27.8	0.06267716		27.8	0.2074269	
28	0.0088794		28	0.00652617		28	0.02768034		28	0.06312537		28	0.20751318	
28.2	0.00939301		28.2	0.00690501		28.2	0.02727886		28.2	0.06317663		28.2	0.20781941	
28.4	0.00915139		28.4	0.00645898		28.4	0.02715728		28.4	0.06331988		28.4	0.20788397	
28.6	0.00874909		28.6	0.0066136		28.6	0.02709649		28.6	0.06329976		28.6	0.20822221	
28.8	0.00852769		28.8	0.00657562		28.8	0.02742829		28.8	0.06318618		28.8	0.20855563	
29	0.00892319		29	0.00694437		29	0.02774981		29	0.06372894		29	0.20890762	
29.2	0.00885823		29.2	0.00732868		29.2	0.02762064		29.2	0.06429437		29.2	0.20929556	
29.4	0.00862432		29.4	0.00725672		29.4	0.02766303		29.4	0.06422125		29.4	0.20959983	
29.6	0.00877849		29.6	0.00718478		29.6	0.02780862		29.6	0.06423651		29.6	0.21004412	
29.8	0.00864233		29.8	0.00731437		29.8	0.02723762		29.8	0.06491064		29.8	0.21035195	
30	0.00841779		30	0.0081893		30	0.02656834		30	0.06520132		30	0.21145355	
30.2	0.00849458		30.2	0.00797439		30.2	0.02632234		30.2	0.06555655		30.2	0.21136893	
30.4	0.00872656		30.4	0.00833978		30.4	0.02587695		30.4	0.06551898		30.4	0.21141772	
30.6	0.00883653		30.6	0.00837154		30.6	0.02572115		30.6	0.06534581		30.6	0.2118839	
30.8	0.00888379		30.8	0.0082234		30.8	0.02551831		30.8	0.06523347		30.8	0.21263408	
31	0.00892245		31	0.00875989		31	0.02564151		31	0.06532453		31	0.2126812	
31.2	0.00892599		31.2	0.00899853		31.2	0.0262485		31.2	0.06478055		31.2	0.21303807	
31.4	0.00898292		31.4	0.00909292		31.4	0.02618415		31.4	0.06488416		31.4	0.21305113	
31.6	0.00888319		31.6	0.00960409		31.6	0.02618962		31.6	0.06472397		31.6	0.21293632	
31.8	0.00946809		31.8	0.00921738		31.8	0.02655883		31.8	0.06473073		31.8	0.21303986	
32	0.00949219		32	0.00881712		32	0.02637706		32	0.0648949		32	0.21272896	
32.2	0.00978512		32.2	0.00893674		32.2	0.02622659		32.2	0.06447337		32.2	0.21259538	
32.4	0.00939801		32.4	0.00875375		32.4	0.02644671		32.4	0.06421563		32.4	0.21252471	
32.6	0.00897415		32.6	0.00815207		32.6	0.02666528		32.6	0.06436213		32.6	0.21288643	
