Vers 3.43 Data Simulation					
Conc1	1.00E-05	1.00E-05			
Start1	0	0			
Stop1	949.8	949.8			
Time1	Data1	Sim1	Time2	Data2	Sim2
959.99	0.07644873		2269.98	0.10456188	
960.19	0.08812774		2270.18	0.11664616	
960.39	0.10101528		2270.38	0.12988171	
960.59	0.11463023		2270.58	0.1441846	
960.79	0.12915527		2270.78	0.15921632	
960.99	0.14439991		2270.98	0.17436842	
961.19	0.15922581		2271.18	0.18953433	
961.39	0.1732193		2271.38	0.20383497	
961.59	0.18614658		2271.58	0.21694522	
961.79	0.19767078		2271.78	0.22797008	
961.99	0.20722688		2271.98	0.23730133	
962.19	0.21387612		2272.18	0.24408082	
962.39	0.21982698		2272.38	0.24934998	
962.59	0.22550813		2272.58	0.25501969	
962.79	0.23043868		2272.78	0.26103454	
962.99	0.23538492		2272.98	0.26627177	
963.19	0.2396794		2273.18	0.27075015	
963.39	0.24421003		2273.38	0.27507705	
963.59	0.24803081		2273.58	0.27870476	
963.79	0.25157708		2273.78	0.28253753	
963.99	0.25503775		2273.98	0.28617243	
964.19	0.25814417		2274.18	0.29007728	
964.39	0.26118183		2274.38	0.29328763	
964.59	0.26435599		2274.58	0.29697574	
964.79	0.26818726		2274.78	0.30043574	
964.99	0.27169024		2274.98	0.30321935	
965.19	0.27401437		2275.18	0.30638814	
965.39	0.27642555		2275.38	0.30854001	
965.59	0.27917338		2275.58	0.31101867	
965.79	0.28166252		2275.78	0.31313874	
965.99	0.28400733		2275.98	0.31537001	
966.19	0.28605057		2276.18	0.31746344	
966.39	0.28882624		2276.38	0.31964863	
966.59	0.29067104		2276.58	0.32284067	
966.79	0.29248073		2276.78	0.32497074	
966.99	0.29463258		2276.98	0.3269505	
967.19	0.29658757		2277.18	0.32848466	
967.39	0.29851099		2277.38	0.33025015	
967.59	0.29970667		2277.58	0.33201698	
967.79	0.30102758		2277.78	0.33428421	
967.99	0.30235209		2277.98	0.33671905	
968.19	0.30376678		2278.18	0.33890141	
968.39	0.30577908		2278.38	0.34033106	
968.59	0.30768379		2278.58	0.34216179	
968.79	0.30935445		2278.78	0.34371635	
968.99	0.31039377		2278.98	0.34501689	
969.19	0.31135377		2279.18	0.34650747	
969.39	0.31269831		2279.38	0.34702667	
969.59	0.31386936		2279.58	0.34819508	
969.79	0.31500639		2279.78	0.34854647	
969.99	0.31615189		2279.98	0.34906851	
970.19	0.31777028		2280.18	0.35007977	
970.39	0.31910431		2280.38	0.35155848	
970.59	0.32000552		2280.58	0.35279447	
970.79	0.32137273		2280.78	0.3536223	
970.99	0.32261183		2280.98	0.35502418	
971.19	0.32381067		2281.18	0.35585978	
971.39	0.32479551		2281.38	0.35722754	
971.59	0.32559848		2281.58	0.35881402	
971.79	0.32639094		2281.78	0.36065602	
971.99	0.32750314		2281.98	0.3621051	
972.19	0.32889214		2282.18	0.36365249	
972.39	0.3306176		2282.38	0.36469553	
972.59	0.33195434		2282.58	0.36630284	
972.79	0.33323882		2282.78	0.36743297	
972.99	0.33472193		2282.98	0.36837336	
973.19	0.33594939		2283.18	0.36886951	
973.39	0.33672271		2283.38	0.36944533	
973.59	0.3373298		2283.58	0.37013252	
973.79	0.33838028		2283.78	0.37065265	
973.99	0.33887818		2283.98	0.37135169	
974.19	0.33939319		2284.18	0.37240815	
974.39	0.33944786		2284.38	0.37323354	
974.59	0.34026003		2284.58	0.3739963	
974.79	0.34089633		2284.78	0.37469846	
974.99	0.34145408		2284.98	0.37491547	
975.19	0.34244667		2285.18	0.37521324	
975.39	0.34260137		2285.38	0.37560818	
975.59	0.34326024		2285.58	0.37643706	
975.79	0.34383198		2285.78	0.3777136	
975.99	0.34514841		2285.98	0.37900541	
976.19	0.34662876		2286.18	0.38037268	
976.39	0.34756864		2286.38	0.38148095	
976.59	0.34840594		2286.58	0.38261299	
976.79	0.34923184		2286.78	0.38309977	
976.99	0.34988393		2286.98	0.38389258	
977.19	0.35029149		2287.18	0.38505928	
977.39	0.3508301		2287.38	0.38606727	
977.59	0.35136301		2287.58	0.38682305	
977.79	0.35172834		2287.78	0.38769545	
977.99	0.35188859		2287.98	0.38861686	
978.19	0.3521751		2288.18	0.38904102	
978.39	0.35283054		2288.38	0.38920229	
978.59	0.35323054		2288.58	0.38963044	
978.79	0.35363472		2288.78	0.38997841	
978.99	0.35433016		2288.98	0.390205	
979.19	0.35527093		2289.18	0.39074305	
979.39	0.3558207		2289.38	0.39146698	
979.59	0.35683877		2289.58	0.39233231	
979.79	0.35764519		2289.78	0.39252327	
979.99	0.35904224		2289.98	0.39339117	
980.19	0.35994408		2290.18	0.39395064	
980.39	0.3603919		2290.38	0.39380282	
980.59	0.36119068		2290.58	0.39413897	
980.79	0.36205495		2290.78	0.39452073	
980.99	0.36232911		2290.98	0.39510066	
981.19	0.36290976		2291.18	0.3956819	
981.39	0.36370421		2291.38	0.39571386	
981.59	0.36429246		2291.58	0.39588649	
981.79	0.36457038		2291.78	0.39630491	
981.99	0.36489774		2291.98	0.3965975	
982.19	0.36523948		2292.18	0.39652867	
982.39	0.36538964		2292.38	0.39719379	
982.59	0.36564667		2292.58	0.39762479	
982.79	0.36590518		2292.78	0.39802223	
982.99	0.36610915		2292.98	0.39860457	
983.19	0.36633904		2293.18	0.39925199	
983.39	0.36681634		2293.38	0.39973444	
983.59	0.36707977		2293.58	0.40013131	
983.79	0.36770354		2293.78	0.4007709	
983.99	0.36879699		2293.98	0.40208976	
984.19	0.36911778		2294.18	0.40280777	
984.39	0.36946562		2294.38	0.40284464	
984.59	0.36992042		2294.58	0.40349423	
984.79	0.37055867		2294.78	0.40405756	
984.99	0.37058075		2294.98	0.40460895	
985.19	0.37119996		2295.18	0.40528578	
985.39	0.371788		2295.38	0.40569075	
985.59	0.37258589		2295.58	0.40604266	
985.79	0.37243976		2295.78	0.40664272	
985.99	0.37267749		2295.98	0.40686089	
986.19	0.37329215		2296.18	0.40743778	
986.39	0.37345749		2296.38	0.40793243	
986.59	0.37357715		2296.58	0.40800337	
986.79	0.37362193		2296.78	0.40847742	
986.99	0.37387949		2296.98	0.40937694	
987.19	0.3744246		2297.18	0.4099251	
987.39	0.37491019		2297.38	0.41061558	
987.59	0.37529588		2297.58	0.41154543	
987.79	0.37565842		2297.78	0.41210291	
987.99	0.3761409		2297.98	0.41276642	
988.19	0.37591994		2298.18	0.41324058	
988.39	0.37652671		2298.38	0.41274927	
988.59	0.37705782		2298.58	0.41313074	
988.79	0.37735519		2298.78	0.41370033	
988.99	0.3776166		2298.98	0.41359271	
989.19	0.37821614		2299.18	0.41347773	
989.39	0.37827303		2299.38	0.41273931	
989.59	0.37904725		2299.58	0.41251363	
989.79	0.37907652		2299.78	0.41209257	
989.99	0.37946807		2299.98	0.41205675	
990.19	0.3796387		2300.18	0.41278876	
990.39	0.37937292		2300.38	0.41299518	
990.59	0.37954249		2300.58	0.413361	
990.79	0.3801889		2300.78	0.41397955	
990.99	0.38025009		2300.98	0.41416671	
991.19	0.38048859		2301.18	0.41422212	
991.39	0.38047301		2301.38	0.41482127	
991.59	0.38121493		2301.58	0.41521455	
991.79	0.38145975		2301.78	0.41551542	
991.99	0.3820691		2301.98	0.41624229	
992.19	0.38230044		2302.18	0.41678915	
992.39	0.38308734		2302.38	0.41694459	
992.59	0.38349548		2302.58	0.41799233	
992.79	0.38363564		2302.78	0.41829556	
992.99	0.38430492		2302.98	0.41799985	
993.19	0.38428517		2303.18	0.41793535	
993.39	0.3842105		2303.38	0.41784334	
993.59	0.38466739		2303.58	0.41866393	
993.79	0.3850629		2303.78	0.41897118	
993.99	0.38517156		2303.98	0.41931467	
994.19	0.38509983		2304.18	0.41989228	
994.39	0.38503904		2304.38	0.42013997	
994.59	0.38546214		2304.58	0.41999918	
994.79	0.38552016		2304.78	0.42031957	
994.99	0.38569423		2304.98	0.42056706	
995.19	0.38586563		2305.18	0.42098877	
995.39	0.3860192		2305.38	0.42120961	
995.59	0.38652731		2305.58	0.42125197	
995.79	0.38647448		2305.78	0.42154967	
995.99	0.38656452		2305.98	0.42198893	
996.19	0.38649103		2306.18	0.42277141	
996.39	0.38678402		2306.38	0.42292247	
996.59	0.3867928		2306.58	0.42343393	
996.79	0.38687051		2306.78	0.42366573	
996.99	0.38713883		2306.98	0.42333389	
997.19	0.38693566		2307.18	0.42379804	
997.39	0.38698828		2307.38	0.42412211	
997.59	0.38750981		2307.58	0.42405451	
997.79	0.38814158		2307.78	0.42370673	
997.99	0.38833131		2307.98	0.42338634	
998.19	0.3884817		2308.18	0.42362401	
998.39	0.3886679		2308.38	0.42387502	
998.59	0.38953528		2308.58	0.42342083	
998.79	0.38964972		2308.78	0.42392859	
998.99	0.39008097		2308.98	0.42376391	
999.19	0.39049445		2309.18	0.42408552	
999.39	0.39057722		2309.38	0.42420705	
999.59	0.39090246		2309.58	0.4244853	
999.79	0.39129213		2309.78	0.42539666	
999.99	0.39155623		2309.98	0.42617143	
1000.19	0.39127989		2310.18	0.42662866	
1000.39	0.39146618		2310.38	0.42723833	
1000.59	0.39158165		2310.58	0.42797657	
1000.79	0.39181725		2310.78	0.42839661	
1000.99	0.39175802		2310.98	0.42891047	
1001.19	0.39192581		2311.18	0.42961633	
1001.39	0.3918516		2311.38	0.42999505	
1001.59	0.39240552		2311.58	0.43014487	
1001.79	0.39287282		2311.78	0.43080455	
1001.99	0.39350012		2311.98	0.4312252	
1002.19	0.39349679		2312.18	0.43166614	
1002.39	0.39372291		2312.38	0.43214306	
1002.59	0.39434041		2312.58	0.43167531	
1002.79	0.39453812		2312.78	0.43145644	
1002.99	0.39495685		2312.98	0.43143808	
1003.19	0.39524947		2313.18	0.43174889	
1003.39	0.39533309		2313.38	0.43176322	
